Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
China,1540066168,AUDIO,20221203,0,146644,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1540066168,"Steve Lacy - Infrunami"
China,1474669292,AUDIO,20221204,0,300361,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1474669292,"Lana Del Rey - The greatest"
China,1496405665,AUDIO,20221204,0,260877,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1496405665,"Christine and the Queens - People, I've been sad"
China,1438127642,AUDIO,20221204,0,232934,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1438127642,"Molly Nilsson - A Slice of Lemon"
China,1477652626,AUDIO,20221204,0,224947,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1477652626,"FKA twigs - home with you"
China,1247719579,AUDIO,20221204,0,212048,OTHER,IPHONE,1,0,false,1247719579,"Beach House - Myth"
China,1458754722,AUDIO,20221204,0,204067,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1458754722,"FKA twigs - Cellophane"
China,1466810468,AUDIO,20221204,0,194947,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1466810468,"Kindness - The Warning (feat. Robyn)"
China,1460702041,AUDIO,20221204,0,172393,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1460702041,"Kevin Abstract - Corpus Christi"
China,1482950632,AUDIO,20221205,21,278769,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1482950632,"Dayglow - Can I Call You Tonight?"
China,1440818666,AUDIO,20221205,21,258969,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440818666,"Lorde - Ribs"
China,1631909584,AUDIO,20221205,21,232115,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1631909584,"Steve Lacy - Bad Habit"
China,1442354403,AUDIO,20221205,21,196520,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1442354403,"WILLOW - Wait a Minute!"
China,1440766784,AUDIO,20221205,22,160997,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1440766784,"Frank Ocean - Lost"
China,1573857816,AUDIO,20221205,21,141645,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1573857816,"Hauskey & Hope Tala - One Minute"
China,1567877398,AUDIO,20221205,22,69226,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1567877398,"Omar Apollo - Go Away"
China,1639747550,AUDIO,20221205,21,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1639747550,"Zedd, Maren Morris & BEAUZ - Make You Say"
China,1506832357,AUDIO,20221207,"6, 7",1262083,NATURAL_END_OF_TRACK,IPHONE,7,1,false,1506832357,"Natalie Taylor - Surrender"
China,1053934846,AUDIO,20221207,"0, 6",527574,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1053934846,"Coldplay - Adventure of a Lifetime"
China,1643766778,AUDIO,20221207,"2, 5",360960,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1643766778,"Alt Bloom - TYCO"
China,1575643066,AUDIO,20221207,6,347015,TRACK_SKIPPED_BACKWARDS,IPHONE,3,4,false,1575643066,"ROLE MODEL - forever&more"
China,1321217032,AUDIO,20221207,"2, 6",345025,NATURAL_END_OF_TRACK,IPHONE,2,1,false,1321217032,"Camila Cabello - Havana (feat. Young Thug)"
China,1496290187,AUDIO,20221207,6,292294,NATURAL_END_OF_TRACK,IPHONE,2,1,false,1496290187,"Jeremy Zucker - always, i'll care"
China,1637010017,AUDIO,20221207,1,274507,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1637010017,"Carly Rae Jepsen - The Loneliest Time (feat. Rufus Wainwright)"
China,1439343348,AUDIO,20221207,2,273640,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1439343348,"P!nk - A Million Dreams"
China,1647081129,AUDIO,20221207,0,257882,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1647081129,"Gracie Abrams - Difficult"
China,1638969045,AUDIO,20221207,1,232115,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1638969045,"Steve Lacy - Bad Habit"
China,1079234243,AUDIO,20221207,7,230369,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1079234243,"Leon Bridges - River"
China,1440845869,AUDIO,20221207,0,230238,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440845869,"Alessia Cara - Scars to Your Beautiful"
China,1613804465,AUDIO,20221207,6,223000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1613804465,"Still Woozy & Remi Wolf - pool"
China,1440504730,AUDIO,20221207,1,220460,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440504730,"Sara Bareilles - Brave"
China,1440873514,AUDIO,20221207,2,219721,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440873514,"Taylor Swift - I Knew You Were Trouble"
China,1440806726,AUDIO,20221207,1,219392,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440806726,"Maroon 5 - One More Night"
China,1606805553,AUDIO,20221207,2,214119,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1606805553,"JC Stewart - Love Like That"
China,1564099110,AUDIO,20221207,0,211295,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1564099110,"Coldplay - Higher Power"
China,1496037084,AUDIO,20221207,6,210000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1496037084,"Peach Tree Rascals - Mariposa"
China,1652773701,AUDIO,20221207,1,209596,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1652773701,"Julia Michaels - Sorry To Me Too"
China,1544998844,AUDIO,20221207,1,207600,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1544998844,"AJR - Way Less Sad"
China,1639747550,AUDIO,20221207,0,206000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1639747550,"Zedd, Maren Morris & BEAUZ - Make You Say"
China,1061182684,AUDIO,20221207,1,204013,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1061182684,"Rachel Platten - Fight Song"
China,1548506212,AUDIO,20221207,1,203953,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1548506212,"Clean Bandit - Higher (feat. iann dior)"
China,1651920775,AUDIO,20221207,0,201048,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1651920775,"Olivia O'Brien - Never Be The One"
China,1655062137,AUDIO,20221207,0,197180,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1655062137,"Lila Drew - Used To"
China,1649587855,AUDIO,20221207,1,196440,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1649587855,"Anna of the North - Red Light"
China,1649435261,AUDIO,20221207,1,194166,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1649435261,"Taylor Swift - Bejeweled"
China,1468058706,AUDIO,20221207,1,193000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1468058706,"Taylor Swift - ME! (feat. Brendon Urie of Panic! At The Disco)"
China,1513644753,AUDIO,20221207,1,192833,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1513644753,"Forest Blakk - Put Your Hands up"
China,1592683514,AUDIO,20221207,2,192621,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1592683514,"Lorde - Solar Power"
China,1651857182,AUDIO,20221207,2,187794,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1651857182,"Avril Lavigne - I’m a Mess (with YUNGBLUD)"
China,1588044826,AUDIO,20221207,6,187453,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1588044826,"Justin Bieber - Red Eye (feat. TroyBoi)"
China,1534783882,AUDIO,20221207,2,184903,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1534783882,"Fin Argus & Sabrina Carpenter - Clouds"
China,1461478402,AUDIO,20221207,2,183006,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1461478402,"Jonas Brothers - Only Human"
China,1600556149,AUDIO,20221207,2,181945,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1600556149,"John K - A LOT"
China,1647906776,AUDIO,20221207,0,177827,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1647906776,"MARIS - Was It A Dream?"
China,1557715151,AUDIO,20221207,0,175644,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1557715151,"Imagine Dragons - Follow You"
China,1547632934,AUDIO,20221207,2,173714,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1547632934,"Sam Feldt - Stronger (feat. Kesha)"
China,1637009341,AUDIO,20221207,0,173200,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1637009341,"Carly Rae Jepsen - Talking to Yourself"
China,1475987733,AUDIO,20221207,1,169355,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1475987733,"Walk off the Earth - I'll Be There"
China,1605027811,AUDIO,20221207,0,169238,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1605027811,"Em Beihold - Numb Little Bug"
China,1519258827,AUDIO,20221207,7,168758,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1519258827,"Dagny - Somebody (Acoustic)"
China,1461478401,AUDIO,20221207,1,167102,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1461478401,"Jonas Brothers - Cool"
China,1650217936,AUDIO,20221207,1,166890,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1650217936,"Ellie Goulding - Let It Die"
China,1649435259,AUDIO,20221207,2,164801,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1649435259,"Taylor Swift - Vigilante Shit"
China,1624953064,AUDIO,20221207,2,160000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1624953064,"Dalton Mauldin - Let It Die"
China,1577902808,AUDIO,20221207,6,160000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1577902808,"fantompower - The Days Melt Together"
China,1642813182,AUDIO,20221207,2,158064,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1642813182,"Mimi Webb - Ghost of You"
China,1649857326,AUDIO,20221207,0,157138,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1649857326,"Leah Kate - 10 Things I Hate About You"
China,1653019257,AUDIO,20221207,1,156632,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1653019257,"Reneé Rapp - Too Well"
China,1589006966,AUDIO,20221207,1,150267,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1589006966,"Kito - Skin & Bones (feat. Winona Oak)"
China,1594236138,AUDIO,20221207,0,147533,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1594236138,"Ashley Kutcher - Strangers"
China,1647465477,AUDIO,20221207,2,143133,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1647465477,"Rose Betts - Alone in an Uber"
China,1646335325,AUDIO,20221207,0,140548,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1646335325,"Shawn Mendes - Heartbeat (“ From the “Lyle, Lyle, Crocodile” Original Motion Picture Soundtrack ”)"
China,1588481336,AUDIO,20221207,0,137568,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1588481336,"JESSIA - But I Don'T"
China,1563771258,AUDIO,20221207,6,136923,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1563771258,"Bcalm & Banks - Sunny Memories"
China,1633318555,AUDIO,20221207,2,128364,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1633318555,"Charlie Puth - Charlie Be Quiet!"
China,1580900767,AUDIO,20221207,6,124875,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1580900767,"morgen - 3D"
China,1626340849,AUDIO,20221207,2,122146,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1626340849,"Sam DeRosa & Joel Adams - Friends with My Exes"
China,996788062,AUDIO,20221207,1,119973,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,996788062,"Andra Day - Rise Up"
China,1586230757,AUDIO,20221207,6,94275,TRACK_SKIPPED_BACKWARDS,IPHONE,1,1,false,1586230757,"Alessia Cara - Best Days"
China,1247675239,AUDIO,20221207,7,93726,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1247675239,"Beach House - Take Care"
China,1574705484,AUDIO,20221207,6,84737,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1574705484,"C.S. Armstrong - Limit To Your Love"
China,651871679,AUDIO,20221207,2,77072,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,651871679,"Fleetwood Mac - Dreams"
China,1440872309,AUDIO,20221207,3,71369,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1440872309,"The Weeknd - I Feel It Coming (feat. Daft Punk)"
China,1556175852,AUDIO,20221207,6,67129,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1556175852,"Justin Bieber - Hold On"
China,1572707504,AUDIO,20221207,6,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1572707504,"Arizona Zervas - STILL BREATHING"
China,296393515,AUDIO,20221207,6,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,296393515,"M.I.A. - Paper Planes"
China,1561759311,AUDIO,20221207,6,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1561759311,"Teddy Swims - Bed on Fire"
China,1568175726,AUDIO,20221207,6,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1568175726,"Victor Internet - LUV"
China,1594718571,AUDIO,20221208,"2, 22",621108,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1594718571,"Khruangbin & Leon Bridges - Mariella"
China,1613263162,AUDIO,20221208,"2, 22",490420,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1613263162,"Soccer Mommy - Bones"
China,1513628836,AUDIO,20221208,"3, 23",481210,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1513628836,"Gus Dapperton - Medicine"
China,1618356740,AUDIO,20221208,"3, 23",461756,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1618356740,"Wallice - Funeral"
China,1552018984,AUDIO,20221208,"3, 23",458346,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1552018984,"Dayglow - Medicine"
China,1592683835,AUDIO,20221208,"2, 22",451726,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1592683835,"Lorde - Mood Ring"
China,1299272605,AUDIO,20221208,"3, 23",450308,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1299272605,"Khruangbin - Cómo Me Quieres"
China,1613804465,AUDIO,20221208,"2, 22",446000,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1613804465,"Still Woozy & Remi Wolf - pool"
China,1584605492,AUDIO,20221208,"2, 23",441560,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1584605492,"Troye Sivan - Angel Baby"
China,1465125174,AUDIO,20221208,"3, 23",426000,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1465125174,"Clairo - Alewife"
China,1579117973,AUDIO,20221208,"2, 23",416204,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1579117973,"Nova Miller - apricot skies (feat. Bankrol Hayden)"
China,1598958856,AUDIO,20221208,"2, 22",403740,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1598958856,"Luna Li & beabadoobee - Silver Into Rain"
China,1593348273,AUDIO,20221208,"2, 23",397626,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1593348273,"LEISURE - Flipside"
China,1576557406,AUDIO,20221208,"2, 22",397530,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1576557406,"Khalid - New Normal"
China,1349524898,AUDIO,20221208,"2, 22",376648,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1349524898,"Frank Ocean - Moon River"
China,1562414402,AUDIO,20221208,"3, 23",368728,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1562414402,"ilo ilo - Need U"
China,1575643066,AUDIO,20221208,"2, 22",351218,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1575643066,"ROLE MODEL - forever&more"
China,1580046721,AUDIO,20221208,"3, 23",338494,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1580046721,"Kidswaste - Time Is Mine (feat. Olivia Reid)"
China,1576261617,AUDIO,20221208,"3, 23",311395,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,2,1,false,1576261617,"Clinton Kane - I GUESS I'M IN LOVE"
China,1569176659,AUDIO,20221208,"3, 23",309000,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1569176659,"Femi - Talk To You"
China,1562039872,AUDIO,20221208,"2, 22",303826,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1562039872,"Cautious Clay - Wildfire"
China,1622612704,AUDIO,20221208,"3, 23",301166,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1622612704,"Jessie Murph - I Would've"
China,1574918019,AUDIO,20221208,"2, 22",297000,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1574918019,"L.Dre - Cycles"
China,1563771258,AUDIO,20221208,"2, 22",296195,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1563771258,"Bcalm & Banks - Sunny Memories"
China,1572737682,AUDIO,20221208,"2, 22",295306,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1572737682,"Still Woozy - That's Life"
China,1586230757,AUDIO,20221208,"3, 8",294308,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1586230757,"Alessia Cara - Best Days"
China,1577509255,AUDIO,20221208,"3, 23",254126,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1577509255,"Mama Aiuto - Bell Tower"
China,1585249460,AUDIO,20221208,"3, 23",213638,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1585249460,"spill tab - Grade A (feat. JAWNY)"
China,1559804481,AUDIO,20221208,9,208747,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1559804481,"Majid Jordan - Waves of Blue"
China,1611606408,AUDIO,20221208,9,206587,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1611606408,"MUNA - Silk Chiffon (feat. Phoebe Bridgers)"
China,1494184160,AUDIO,20221208,8,192375,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1494184160,"Lennon Stella - Kissing Other People (Acoustic)"
China,1571126394,AUDIO,20221208,8,191250,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1571126394,"MAX & Ali Gatie - Butterflies"
China,1572380817,AUDIO,20221208,9,187544,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572380817,"FLETCHER - Healing"
China,1581463094,AUDIO,20221208,3,186359,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1581463094,"Dream & Alec Benjamin - Change My Clothes"
China,1577845948,AUDIO,20221208,9,175508,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1577845948,"Tierra Whack - Walk The Beat"
China,1537226982,AUDIO,20221208,8,170893,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1537226982,"Shelly - Steeeam"
China,1525808836,AUDIO,20221208,9,168782,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1525808836,"Zachary Knowles - slow summer"
China,1582035364,AUDIO,20221208,8,167120,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1582035364,"Kacey Musgraves - simple times"
China,1583126629,AUDIO,20221208,9,165872,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1583126629,"WizTheMc - Break"
China,1558889998,AUDIO,20221208,8,152967,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1558889998,"Blossum - Colours"
China,1567926112,AUDIO,20221208,9,144396,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1567926112,"thủy - in my bag"
China,1573857816,AUDIO,20221208,8,141645,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1573857816,"Hauskey & Hope Tala - One Minute"
China,1597062499,AUDIO,20221208,9,139765,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1597062499,"Fletcher Reed - Sacramento Steve"
China,1650850245,AUDIO,20221208,8,136000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1650850245,"RealestK - WFM"
China,1576419853,AUDIO,20221208,8,132000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1576419853,"SEB - seaside_demo (bonus track)"
China,1544800006,AUDIO,20221208,3,130554,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1544800006,"Nowun - To the Moon"
China,1580900767,AUDIO,20221208,9,124875,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1580900767,"morgen - 3D"
China,1553048989,AUDIO,20221208,9,123712,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1553048989,"Payday - Cry"
China,1570761876,AUDIO,20221208,8,102968,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1570761876,"Tkay Maidza - Cashmere"
China,1356339060,AUDIO,20221208,9,32659,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1356339060,"Leon Bridges - Shy"
China,1585878633,AUDIO,20221208,9,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1585878633,"reggie & Smino - Avalanche"
China,1577979518,AUDIO,20221209,23,336613,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1577979518,"Bon Iver - Holocene"
China,1474669296,AUDIO,20221209,23,324540,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1474669296,"Lana Del Rey - hope is a dangerous thing for a woman like me to have - but I have it"
China,1219123180,AUDIO,20221209,1,321413,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1219123180,"Unfamiliar Friends Party - Welcome to U.F.P"
China,547978772,AUDIO,20221209,0,315227,NATURAL_END_OF_TRACK,IPHONE,1,0,false,547978772,"張懸 - 我想你要走了"
China,158798671,AUDIO,20221209,1,314760,NATURAL_END_OF_TRACK,IPHONE,1,0,false,158798671,"窦唯 - 噢乖"
China,265280023,AUDIO,20221209,1,263253,NATURAL_END_OF_TRACK,IPHONE,1,0,false,265280023,"Mat Kearney - Nothing Left to Lose"
China,1564531176,AUDIO,20221209,23,245897,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1564531176,"Billie Eilish - Your Power"
China,1097861842,AUDIO,20221209,23,229120,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1097861842,"Radiohead - No Surprises"
China,1590036021,AUDIO,20221209,23,224695,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1590036021,"Adele - Easy On Me"
China,1593268035,AUDIO,20221209,23,209493,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1593268035,"JP Saxe - If the World Was Ending (feat. Julia Michaels)"
China,1484383177,AUDIO,20221209,23,206459,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1484383177,"Selena Gomez - Lose You To Love Me"
China,1597020392,AUDIO,20221209,1,196607,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1597020392,"Joy Oladokun - Count On Me"
China,1648959150,AUDIO,20221209,1,193112,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1648959150,"Ashley Kutcher - Survive My Own Mind"
China,1650627760,AUDIO,20221209,1,181547,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1650627760,"Tyler James Bellinger - Darkest Place"
China,1485804500,AUDIO,20221209,1,181291,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1485804500,"Meghan Trainor - Workin' On It (feat. Lennon Stella & Sasha Alex Sloan)"
China,1560735557,AUDIO,20221209,23,175922,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1560735557,"Olivia Rodrigo - happier"
China,1498128769,AUDIO,20221209,23,173333,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1498128769,"Powfu - death bed (feat. beabadoobee) [coffee for your head]"
China,1521724998,AUDIO,20221209,23,167538,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1521724998,"Gracie Abrams - I miss you, I’m sorry"
China,799969796,AUDIO,20221209,23,112320,NATURAL_END_OF_TRACK,IPHONE,1,0,false,799969796,"The Smiths - Please Please Please Let Me Get What I Want"
China,1063212952,AUDIO,20221209,23,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1063212952,"朴树 - 我去2000年"
China,1586373640,AUDIO,20221210,1,400566,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1586373640,"Phoebe Bridgers - That Funny Feeling"
China,1504700020,AUDIO,20221210,0,344693,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1504700020,"Phoebe Bridgers - I Know the End"
China,1122776155,AUDIO,20221210,0,308930,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1122776155,"Coldplay - The Scientist"
China,1440653203,AUDIO,20221210,0,303973,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440653203,"Portishead - Roads"
China,1516436616,AUDIO,20221210,0,277895,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1516436616,"Arlo Parks - Creep"
China,686781024,AUDIO,20221210,0,269640,NATURAL_END_OF_TRACK,IPHONE,1,0,false,686781024,"Sarah McLachlan - Angel"
China,448213995,AUDIO,20221210,0,258373,NATURAL_END_OF_TRACK,IPHONE,1,0,false,448213995,"Ed Sheeran - The A Team"
China,1487502476,AUDIO,20221210,0,245426,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1487502476,"Billie Eilish - everything i wanted"
China,1564378237,AUDIO,20221210,0,243907,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1564378237,"Conan Gray - Astronomy"
China,1442717405,AUDIO,20221210,1,240707,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1442717405,"Rihanna - Stay (feat. Mikky Ekko) [Edited]"
China,1575561791,AUDIO,20221210,0,238982,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1575561791,"Holly Humberstone - Please Don't Leave Just Yet"
China,947059829,AUDIO,20221210,0,238520,NATURAL_END_OF_TRACK,IPHONE,1,0,false,947059829,"Bon Iver - Skinny Love"
China,1440733627,AUDIO,20221210,0,227360,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440733627,"Beck - Lost Cause"
China,1570293019,AUDIO,20221210,1,226000,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1570293019,"Fousheé - I don't love you no more"
China,1614347348,AUDIO,20221210,1,213305,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1614347348,"Sam Ryder - SPACE MAN (Apple Music Home Session)"
China,1610588785,AUDIO,20221210,1,209678,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1610588785,"Blair Davie - Stairs"
China,1440866660,AUDIO,20221210,0,205288,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440866660,"Lady Gaga - Million Reasons"
China,1576619366,AUDIO,20221210,1,201712,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1576619366,"James Blake - Friends That Break Your Heart"
China,1450425979,AUDIO,20221210,0,201084,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1450425979,"Ashe - Moral of the Story"
China,1645937758,AUDIO,20221210,1,200690,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1645937758,"Taylor Swift - Anti-Hero"
China,1583244177,AUDIO,20221210,1,174300,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1583244177,"Tate McRae & Jeremy Zucker - that way"
China,1572790977,AUDIO,20221210,1,167890,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1572790977,"Romy - Angels (Apple Music Home Session)"
China,1502274275,AUDIO,20221210,1,166480,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1502274275,"Jack Curley - Tomorrow"
China,1485489009,AUDIO,20221210,1,152280,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1485489009,"Noah Cyrus & Leon Bridges - July"
China,1363308560,AUDIO,20221210,1,119904,PLAYBACK_SUSPENDED,IPHONE,1,0,false,1363308560,"The Weeknd - Call Out My Name"
